Cislo zastavky;Zemepisna sirka;Zemepisna dlzka;Stat;Okres;Obec;Cast obce;Nazov zastavky
17;48,936011;18,797269;SK;TR;Abramová;;
18;48,929814;18,807656;SK;TR;Abramová;Laclavá;
19;48,91278;18,801611;SK;TR;Abramová;Laclavá;rázc,
212;49.3326721;19.3829973;SK;NO;Babín;;
213;49,331068;19,378124;SK;NO;Babín;;Šilák
222;49,149572;18,650572;SK;ZA;Lietavská Svinná;Babkov;horáreň
223;49,15821;18,644;SK;ZA;Lietavská Svinná;Babkov;Imrišek
224;49,155597;18,634842;SK;ZA;Lietavská Svinná;Babkov;konečná
698;49,246853;18,974658;SK;ZA;Belá;;Bránica
700;49,234675;18,946515;SK;ZA;Belá;;Diblov most
701;49,230247;18,947877;SK;ZA;Belá;;Ivanov most
703;49,225595;18,949138;SK;ZA;Belá;;konečná
704;49,247868;18,992279;SK;ZA;Belá;;Mažgutovia
706;49,247058;18,962217;SK;ZA;Belá;;osada Zlieň
707;49.0028355;18.9793945;SK;ZA;Belá;;OcÚ
708;49,24308;18,955167;SK;ZA;Belá;;RD
709;49,266115;18,96942;SK;ZA;Belá;Kubíková;Mackovčin
710;49,270568;18,974781;SK;ZA;Belá;Kubíková;obec
711;49,244761;18,962537;SK;ZA;Belá;Kubíková;rázc,
712;49,249531;19,000595;SK;ZA;Belá;;Nižné Kamence
713;49,253104;19,011738;SK;ZA;Terchová;;Vyšné Kamence
780;0;0;SK;MT;Belá-Dulice;;Bel,dol,Havranovo
781;49,006944;18,967894;SK;MT;Belá-Dulice;;dvor RD
782;49,001394;18,98427;SK;MT;Belá-Dulice;;garáž
783;49,005405;18,972577;SK;MT;Belá-Dulice;;Kuchárik
784;49,00289;18,979311;SK;MT;Belá-Dulice;;OcÚ
785;49,001744;18,990549;SK;MT;Belá-Dulice;;Pod skalou
786;48,999976;18,979062;SK;MT;Belá-Dulice;;rázc,
875;49,077532;19,681466;SK;LM;Beňadiková;;kult,dom
876;49,070431;19,672412;SK;LM;Beňadiková;;rázc,
877;49,074431;19,679486;SK;LM;Beňadiková;;PD
878;49,41419;19,33459;SK;NO;Beňadovo;;II
879;49,430818;19,341253;SK;NO;Beňadovo;;Blahut
880;49,425989;19,327233;SK;NO;Beňadovo;;rázc,
977;48,99462;18,870863;SK;MT;Benice;;stred
979;0;0;SK;LM;Beniky;;rázc,
1106;49,100411;19,440032;SK;RK;Bešeňová;;Jednota
1107;49,099118;19,433898;SK;RK;Bešeňová;;hotel Sumit
1414;49,204745;18,675971;SK;ZA;Bitarová;;cint,
1415;49,20973;18,673197;SK;ZA;Bitarová;;Labuda
1535;48,942517;18,924066;SK;MT;Blatnica;;dvor RD
1536;48.93776355;18.92497643290063;SK;MT;Blatnica;;Jednota
1537;48,933016;18,92815;SK;MT;Blatnica;;hor,koniec
1563;48,938376;18,840968;SK;TR;Blážovce;;OcÚ
1564;48,938003;18,830125;SK;TR;Blážovce;;rázc,
1645;49,429409;19,534231;SK;NO;Bobrov;;Barčák
1646;49,431009;19,547064;SK;NO;Bobrov;;Kompan
1647;49,433025;19,551365;SK;NO;Bobrov;;RD
1648;49,42896;19,538892;SK;NO;Bobrov;;ZŠ
1653;49,142783;19,601747;SK;LM;Bobrovček;;OcÚ
1654;49,116998;19,605969;SK;LM;Bobrovec;;Huraj
1655;49,125996;19,619054;SK;LM;Bobrovec;;Luhy
1656;49,119003;19,610459;SK;LM;Bobrovec;;OcÚ
1657;49,119693;19,61147;SK;LM;Bobrovec;;pošta
1658;49,114637;19,602474;SK;LM;Bobrovec;;rázc,
1659;49,118065;19,614551;SK;LM;Bobrovec;;ZŠ
1660;49,122924;19,615725;SK;LM;Bobrovec;;Rakovica
1661;49,104332;19,596364;SK;LM;Bobrovec;;Škorupovo
1662;49,12915;19,62139;SK;LM;Jalovec;;Bobrovecká vápenica
1663;49,115319;19,47713;SK;LM;Bobrovník;;Jednota otoč,
1664;49,121981;19,477692;SK;LM;Bobrovník;;rázc,
1665;49,126413;19,475182;SK;LM;Bobrovník;;ŠM bytovky
1666;49,120538;19,488522;SK;LM;Bobrovník;Hliník;rázc,
1679;48,904575;18,850063;SK;TR;Bodorová;;výskumný ústav
2615;49,384707;19,384743;SK;NO;Breza;;I
2616;49,384827;19,373388;SK;NO;Breza;;II
2617;49,38139;19,364069;SK;NO;Breza;;rázc,Beňadovo
2618;49,383945;19,358359;SK;NO;Breza;;RD
2619;49,186496;18,66998;SK;ZA;Brezany;;konečná
2620;49,192563;18,676898;SK;ZA;Brezany;;obec
2621;49,199686;18,684253;SK;ZA;Brezany;;rázc,Bitarová
2622;49,189484;18,6718;SK;ZA;Brezany;;stred
2709;49,341347;19,651199;SK;TS;Brezovica;;
2710;49,346009;19,647684;SK;TS;Brezovica;;dolný koniec
2716;48,916461;18,737834;SK;TR;Brieštie;;
3394;48,871006;18,762673;SK;TR;Budiš;;Dolinka
3395;48,873341;18,75709;SK;TR;Budiš;;OcÚ
3396;48,875916;18,737436;SK;TR;Budiš;;rázc,
3397;48,870755;18,765783;SK;TR;Budiš;;žriedlo
3518;49,134176;19,470735;SK;LM;Bukovina;;kult,dom
3519;49,138268;19,4675;SK;LM;Bukovina;;polesie
3799;49,223239;18,564562;SK;BY;Bytča;;aut,st,
3800;49,18629;18,493007;SK;BY;Bytča;Beňov;
3801;49,216226;18,53668;SK;BY;Bytča;;ČOV
3802;49,249767;18,552019;SK;BY;Bytča;;Dubiči
3803;49,218042;18,552226;SK;BY;Bytča;;Kinex
3804;49,234239;18,554207;SK;BY;Bytča;;kúpalisko
3805;0;0;SK;BY;Bytča;;Makyta
3806;49,229796;18,550982;SK;BY;Bytča;;Mikula
3807;49,228814;18,561154;SK;BY;Bytča;;Nové Sady
3808;49,215655;18,571632;SK;BY;Bytča;;pri moste
3809;49,22642;18,537207;SK;BY;Bytča;;tehelňa
3810;49,224306;18,555126;SK;BY;Bytča;;ZŠ ul,Mieru
3811;49,206806;18,553998;SK;BY;Bytča;Hrabové;žel,st,
3812;49,218182;18,581397;SK;BY;Hlboké nad Váhom;;kríž
3813;49,211598;18,592934;SK;BY;Hlboké nad Váhom;;kult,dom
3814;49,215419;18,585962;SK;BY;Hlboké nad Váhom;;rázc,
3815;49,213948;18,589825;SK;BY;Hlboké nad Váhom;;ZŠ
3816;49,231486;18,5728;SK;BY;Bytča;Hliník n,Váhom;č,d,245
3817;49,227045;18,565743;SK;BY;Bytča;Hliník n,Váhom;OSP
3818;49,234957;18,580762;SK;BY;Bytča;Hliník n,Váhom;ZŠ
3819;49,202191;18,547541;SK;BY;Bytča;Hrabové;Benzinol
3820;49,209714;18,560712;SK;BY;Bytča;Hrabové;kult,dom
3821;49.2235748;18.5586825;SK;BY;Bytča;Malá Bytča;
3822;49,21288;18,531699;SK;BY;Bytča;Malá Bytča;cintorín
3823;49,209475;18,526501;SK;BY;Bytča;Malá Bytča;č,d,26
3824;49,19054;18,50319;SK;BY;Bytča;Mikšová;
3825;49,192779;18,507378;SK;BY;Bytča;Mikšová;Hydrocentrála
3826;49,238658;18,521205;SK;BY;Bytča;Pšurnovice;Blaho
3827;0;0;SK;BY;Bytča;Pšurnovice;Červenec
3828;49,242432;18,51661;SK;BY;Bytča;Pšurnovice;Greguš
3829;49,244404;18,496962;SK;BY;Bytča;Pšurnovice;hor,koniec
3830;49,243176;18,501252;SK;BY;Bytča;Pšurnovice;Korčeky
3831;49,243119;18,506881;SK;BY;Bytča;Pšurnovice;ZŠ
3832;49,195604;18,511618;SK;BY;Bytča;;Starovec
3833;49,202278;18,513282;SK;BY;Bytča;;Starovec rázc,
3874;49,229627;19,320037;SK;DK;Bziny;;žel,zast,
4100;49,444795;18,78548;SK;CA;Čadca;;aut,st,
4101;49,460756;18,786209;SK;CA;Čadca;;u Sedliaka I
4102;0;0;SK;CA;Čadca;;Jilemnického ul,
4103;49,439973;18,767292;SK;CA;Čadca;;Ľadunkov
4104;49,439296;18,7903;SK;CA;Čadca;;Pribinova ul,
4105;49,43672;18,790017;SK;CA;Čadca;;námestie
4106;49,439338;18,773738;SK;CA;Čadca;;nemocnica
4107;49,453184;18,78307;SK;CA;Čadca;Čadečka;Pod diaľnicou
4108;49,43039;18,76999;SK;CA;Čadca;;pod Kyčerkou
4109;49,438018;18,782668;SK;CA;Čadca;;ŠM
4110;49,465793;18,788944;SK;CA;Čadca;;u Sedliaka II
4111;49,441707;18,757385;SK;CA;Čadca;U Siheľníka;
4112;49,424944;18,831739;SK;CA;Čadca;Horelica;u Matlúcha
4113;49,428692;18,803445;SK;CA;Čadca;Horelica;OSP
4114;49,424005;18,820071;SK;CA;Čadca;Horelica;Sventek
4115;49,429409;18,80835;SK;CA;Čadca;Horelica;ZŠ
5106;48,962324;18,519043;SK;ZA;Čičmany;;chaty
5107;48,952096;18,513547;SK;ZA;Čičmany;;konečná
5108;48,956157;18,516927;SK;ZA;Čičmany;;Radenov dom
5109;48,954757;18,515998;SK;ZA;Čičmany;;OcÚ
5110;48,991449;18,58747;SK;ZA;Fačkov;;rázc,Čičmany
5124;49,487589;18,814506;SK;CA;Čierne;;Budoš
5125;49,508135;18,849415;SK;CA;Čierne;;Jednota
5126;49,493235;18,854969;SK;CA;Čierne;;konečná
5127;49,495174;18,827015;SK;CA;Čierne;;Ondráši
5128;49,502341;18,841435;SK;CA;Čierne;;Pavloška
5129;49,498591;18,853162;SK;CA;Čierne;;p,úpravňou vody
5130;49,510782;18,859853;SK;CA;Čierne;;polesie
5131;49,506433;18,844056;SK;CA;Čierne;;štadión TJ
5132;49,503783;18,851073;SK;CA;Čierne;;u Benčíkov
5133;49,500574;18,831443;SK;CA;Čierne;;U jeleňa
5134;49,491146;18,82055;SK;CA;Čierne;;zdrav,str,
5135;49,494716;18,819579;SK;CA;Čierne;;žel,st,
5217;49,361645;19,699443;SK;TS;Čimhová;;byt,RD
5218;49,361456;19,692056;SK;TS;Čimhová;;Jednota
5316;48,848078;18,903072;SK;TR;Čremošné;;
5317;48,842168;18,924694;SK;TR;Čremošné;;Čierna voda
5396;48,976841;18,914062;SK;MT;Ďanová;;Jednota
5397;48,977308;18,908792;SK;MT;Ďanová;;kolónia
5398;48,978392;18,902886;SK;MT;Ďanová;;rázc,
5543;49,031835;19,572885;SK;LM;Demänovská Dolina;;autocamp,
5544;49,036626;19,576687;SK;LM;Demänovská Dolina;;centr,park,
5545;48,998261;19,583042;SK;LM;Demänovská Dolina;;Jaskyňa Slobody
5546;48,971483;19,580498;SK;LM;Demänovská Dolina;;Jasná
5547;49,016488;19,579935;SK;LM;Demänovská Dolina;;Ľadová jaskyňa
5548;48,981309;19,592454;SK;LM;Demänovská Dolina;;Lúčky
5549;48,977005;19,594688;SK;LM;Demänovská Dolina;;Staré koliesko
5550;48,973351;19,59781;SK;LM;Demänovská Dolina;;Záhradky
5731;49,050983;18,964017;SK;MT;Diaková;;OcÚ
5775;48,874287;18,860777;SK;TR;Turčianske Teplice;;Benzinol
5776;48,875694;18,856955;SK;TR;Turčianske Teplice;Diviaky;ul,1,mája
5777;48,889527;18,852585;SK;TR;Turčianske Teplice;Diviaky;ČOV
5778;48,872791;18,82867;SK;TR;Turčianske Teplice;Diviaky;Hájiky
5779;48,882614;18,856093;SK;TR;Turčianske Teplice;Diviaky;Ľudotvorba
5780;48.757427;18.9252921;SK;TR;Turčianske Teplice;Diviaky;OcÚ
5781;48,869131;18,860316;SK;TR;Turčianske Teplice;;píla
5782;48,880611;18,852799;SK;TR;Turčianske Teplice;Diviaky;ul,Matičná
5783;48,876767;18,847774;SK;TR;Turčianske Teplice;Diviaky;Sokolová
5784;48,886191;18,854564;SK;TR;Turčianske Teplice;Diviaky;STS
5785;48,877086;18,857974;SK;TR;Turčianske Teplice;Diviaky;ihrisko
5786;48,874641;18,84173;SK;TR;Turčianske Teplice;Diviaky;tehelňa
5787;48,876086;18,850975;SK;TR;Turčianske Teplice;Diviaky;žel,st,
5801;49,29561;18,689519;SK;ZA;Divina;;garáž SAD
5802;49,30537;18,683408;SK;ZA;Divina;;Kaper
5803;49,271546;18,695535;SK;ZA;Divina;;centrum
5804;49,283651;18,696375;SK;ZA;Divina;;Lokaj
5805;49,276342;18,694871;SK;ZA;Divina;;Šporov vŕšok
5806;49,311781;18,683693;SK;ZA;Divina;;Parišovia
5807;49,301465;18,686629;SK;ZA;Divina;;Tabačik
5808;49,287896;18,695001;SK;ZA;Divina;;U Kerakov
5809;49,291553;18,692675;SK;ZA;Divina;;Zrubec
5810;49,263476;18,710663;SK;ZA;Divinka;Lalinok;Blaščík
5811;49,264512;18,70568;SK;ZA;Divinka;Lalinok;kult,dom
5812;49,264693;18,696882;SK;ZA;Divinka;Lalinok;rázc,
5813;49,286493;18,680268;SK;ZA;Divina;Lúky;Jakubik
5814;49,288138;18,679291;SK;ZA;Divina;Lúky;kult,dom
5815;49,275252;18,686396;SK;ZA;Divina;Lúky;Lokaj
5816;49,251009;18,698998;SK;ZA;Divinka;;pri moste
5817;49,253617;18,697579;SK;ZA;Divinka;;OcÚ
5818;49,246572;18,705403;SK;ZA;Divinka;;Záhradky
5819;49,25764;18,700314;SK;ZA;Divinka;;ZŠ
5845;49,388601;18,64148;SK;CA;Dlhá nad Kysucou;;Bogáň
5846;49,374572;18,6626;SK;CA;Dlhá nad Kysucou;;Bučník
5847;49,382687;18,645952;SK;CA;Dlhá nad Kysucou;;Jednota
5848;49,37851;18,650062;SK;CA;Dlhá nad Kysucou;;kolečko
5849;49,37659;18,655474;SK;CA;Dlhá nad Kysucou;;Majtán
5850;49,393112;18,63243;SK;CA;Dlhá nad Kysucou;;u Valčuhov
5851;49,395551;18,625231;SK;CA;Dlhá nad Kysucou;;Vršok
5852;49,247514;19,455049;SK;DK;Dlhá nad Oravou;;Červeň
5853;49,265975;19,445467;SK;DK;Dlhá nad Oravou;;Jednota
5854;49,253016;19,447567;SK;DK;Dlhá nad Oravou;;mlyn Žilinec
5855;49,25754;19,440679;SK;DK;Dlhá nad Oravou;;Podhúšť
5856;49,264593;19,443424;SK;DK;Dlhá nad Oravou;;žel,zast,
5864;49,288561;18,629611;SK;ZA;Dlhé Pole;Forbaky-Klukany;
5865;49,328482;18,628189;SK;ZA;Dlhé Pole;;garáž
5866;49,314478;18,631987;SK;ZA;Dlhé Pole;;Jednota
5867;49,296102;18,628655;SK;ZA;Dlhé Pole;;Kamence
5868;49,303491;18,630031;SK;ZA;Dlhé Pole;;kostol
5869;49,311265;18,631977;SK;ZA;Dlhé Pole;;kúpalisko
5870;49,322567;18,625237;SK;ZA;Dlhé Pole;;Ľudová tvorba
5871;49,317768;18,628102;SK;ZA;Dlhé Pole;;mlyn
5872;49,308127;18,631403;SK;ZA;Dlhé Pole;;OcÚ
5873;49,338726;18,637551;SK;ZA;Dlhé Pole;;Pod hájnicou
5874;49,346925;18,639074;SK;ZA;Dlhé Pole;;Pod Pripory
5875;49,299435;18,629721;SK;ZA;Dlhé Pole;;Šerik
5876;49,332175;18,631005;SK;ZA;Dlhé Pole;;Zajac
5877;49.3046706;18.6306974;SK;ZA;Dlhé Pole;;ZŠ
6321;48,844905;18,862529;SK;TR;Turčianske Teplice;Dolná Štubňa;cint,
6322;48,840175;18,868172;SK;TR;Turčianske Teplice;Dolná Štubňa;motor,
6323;48,847562;18,862374;SK;TR;Turčianske Teplice;Dolná Štubňa;pož,zbr,
6324;48,850985;18,863865;SK;TR;Turčianske Teplice;Dolná Štubňa;rázc,
6325;49,214922;18,918004;SK;ZA;Dolná Tižina;;Jednota
6326;49,213421;18,921166;SK;ZA;Dolná Tižina;;konečná
6327;49,222962;18,908134;SK;ZA;Dolná Tižina;;rázc,
6328;49,218057;18,912047;SK;ZA;Dolná Tižina;;ZŠ
6381;49,121948;18,908713;SK;MT;Vrútky;;Dol,Vrútky
6812;49,231769;18,615634;SK;ZA;Dolný Hričov;;letisko
6813;49,228507;18,629266;SK;ZA;Dolný Hričov;;hlavná cesta
6814;49,23882;18,646964;SK;ZA;Dolný Hričov;;Borina
6815;49,231154;18,630264;SK;ZA;Dolný Hričov;;kostol
6816;49,233482;18,630979;SK;ZA;Dolný Hričov;;ZŠ
6817;49,24117;18,642801;SK;ZA;Dolný Hričov;;žel,st,
6822;49,041872;18,965239;SK;MT;Dolný Kalník;;
6823;0;0;SK;MT;Dolný Kalník;;rázc,
6824;49,211406;19,297025;SK;DK;Dolný Kubín;;Alej slobody
6825;49,19736;19,304291;SK;DK;Dolný Kubín;;Banisko
6826;49,207887;19,298466;SK;DK;Dolný Kubín;;gymnázium
6827;0;0;SK;DK;Dolný Kubín;;kino Dukla
6828;49.20636035;19.297499227257852;SK;DK;Dolný Kubín;;kino Choč
6829;49,212383;19,274201;SK;DK;Dolný Kubín;Malý Bysterec;
6830;49,205606;19,298327;SK;DK;Dolný Kubín;;Matúškova
6831;49,213224;19,303791;SK;DK;Dolný Kubín;;nem,
6832;49,211519;19,287352;SK;DK;Dolný Kubín;;okr,úrad
6833;49,212859;19,290011;SK;DK;Dolný Kubín;;pri moste
6834;49,227034;19,304586;SK;DK;Dolný Kubín;;SAD
6835;49,222133;19,298152;SK;DK;Dolný Kubín;;SEZ
6836;49,217263;19,295889;SK;DK;Dolný Kubín;;aut,st,
6837;49,213413;19,278865;SK;DK;Dolný Kubín;;Fučíkova rázc,
6838;49,234519;19,315026;SK;DK;Dolný Kubín;Kňažia;Spišiak
6839;49,234004;19,318389;SK;DK;Dolný Kubín;Kňažia;ZŠ
6840;49,203774;19,303259;SK;DK;Dolný Kubín;Medzihradné;rázc,
6841;49,236453;19,308002;SK;DK;Dolný Kubín;Mokraď;Tech,služby
6842;49,234552;19,309922;SK;DK;Dolný Kubín;Mokraď;rázc,
6843;49,232135;19,300665;SK;DK;Dolný Kubín;Mokraď;priem,park
6865;49,267152;18,850353;SK;KM;Dolný Vadičov;;OcÚ
6866;49,270298;18,845158;SK;KM;Dolný Vadičov;;Vnuk
7083;49,051298;18,949384;SK;MT;Dražkovce;;Bohúň kopec
7084;49,049741;18,954294;SK;MT;Dražkovce;;Halaj
7085;49,048192;18,960326;SK;MT;Dražkovce;;rázc,
7416;48,856948;18,79469;SK;TR;Dubové;;Hulla
7417;48,853015;18,79631;SK;TR;Dubové;;otoč,
7418;48.846174;18.8109765;SK;TR;Dubové;;Požehy
7419;48,86394;18,797442;SK;TR;Dubové;;pri moste
7420;48,865906;18,790888;SK;TR;Dubové;;RD
7421;48,860966;18,796556;SK;TR;Dubové;;Šimo
7428;49,04051;19,49436;SK;LM;Dúbrava;;Dom služ,
7429;49,031498;19,504474;SK;LM;Dúbrava;;otoč,ŠM
7430;49,039235;19,49876;SK;LM;Dúbrava;;RaJ Baník
7431;49,037451;19,50007;SK;LM;Dúbrava;;závod
7483;49,361121;18,823534;SK;CA;Dunajov;;žel,závory
7690;49,011639;18,605978;SK;ZA;Fačkov;;Dolná
7691;49,011118;18,600063;SK;ZA;Fačkov;;Obchodné str,
7692;48,995621;18,591373;SK;ZA;Fačkov;;Polesie
7752;48,969046;18,947722;SK;MT;Folkušová;;
8027;49,075675;19,533439;SK;LM;Galovany;;č,d,1
8028;49,071942;19,532807;SK;LM;Galovany;;č,d,51
8029;49,069859;19,533391;SK;LM;Galovany;;rázc,
8035;49,212163;18,84848;SK;ZA;Gbeľany;;kult,dom
8167;49,061641;19,503651;SK;LM;Gôtovany;;Benický
8168;49,066566;19,499184;SK;LM;Gôtovany;;OcÚ
8169;49,070341;19,49853;SK;LM;Gôtovany;;Piatko
8170;49,056466;19,505299;SK;LM;Gôtovany;;rázc,
8171;49,06322;19,49656;SK;LM;Gôtovany;;SEZ rozvodňa L,Mara
8172;49,06098;19,499926;SK;LM;Gôtovany;;Vyšné rázc,
8225;49,27779;19,614229;SK;TS;Habovka;;Blatná dolina
8226;49,277838;19,604014;SK;TS;Habovka;;Pod Klinkovým vŕškom
8227;49,272794;19,6063;SK;TS;Habovka;;ZŠ
8265;48,861614;18,888948;SK;TR;Háj;;Dubovec
8266;48,863064;18,885585;SK;TR;Háj;;OcÚ
8267;48,86232;18,881528;SK;TR;Háj;;rázc,
8770;49,367978;19,767991;SK;TS;Hladovka;;byt,RD
8771;49,368264;19,748268;SK;TS;Hladovka;;dol,koniec
8772;49,369305;19,757267;SK;TS;Hladovka;;Jednota
9449;49,25515;19,400612;SK;DK;Horná Lehota;;Jednota
9512;0;0;SK;TR;Horná Štubňa;;dvor ŠM
9513;48,826872;18,878548;SK;TR;Horná Štubňa;;ihrisko
9514;48,81759;18,888627;SK;TR;Horná Štubňa;;kaplnka
9515;48,823513;18,884504;SK;TR;Horná Štubňa;;nám,
9516;48,825613;18,880206;SK;TR;Horná Štubňa;;ZŠ
9517;48.7956314;18.8795111;SK;TR;Horná Štubňa;;žel,st,
9518;48,795599;18,879572;SK;TR;Horná Štubňa;;žel,st,rázc,
9519;49,280166;19,033882;SK;ZA;Terchová;Horná Tižina;Ďuriškovia
9520;49,283021;19,028925;SK;ZA;Terchová;Horná Tižina;Rusnákovia
9521;49,286896;19,060722;SK;ZA;Terchová;Horná Tižina;u Valchára
10028;0;0;SK;ZA;Horný Hričov;;Benzinol
10029;49,247635;18,646308;SK;ZA;Horný Hričov;;ČOV
10030;49,259022;18,668812;SK;ZA;Horný Hričov;;dielne Váhostavu
10031;49,257503;18,656323;SK;ZA;Horný Hričov;;hostinec
10032;49,257345;18,673014;SK;ZA;Horný Hričov;;kancelárie Váhostavu
10033;49,258453;18,660867;SK;ZA;Horný Hričov;;pož,zbroj,
10034;49,249396;18,655891;SK;ZA;Horný Hričov;;Slovnaft
10037;49,033883;18,96944;SK;MT;Horný Kalník;;
10049;49,277436;18,894343;SK;KM;Horný Vadičov;;Beloš
10050;49,260948;18,863185;SK;KM;Horný Vadičov;;Bízik
10051;49,269879;18,909711;SK;KM;Horný Vadičov;;Galierovci
10052;49,265946;18,880844;SK;KM;Horný Vadičov;;Kačerík
10053;49,262524;18,856682;SK;KM;Horný Vadičov;;Kamence
10054;49,269763;18,887114;SK;KM;Horný Vadičov;;Kaplík
10055;49,274506;18,891974;SK;KM;Horný Vadičov;;Košariská
10056;49,281398;18,894454;SK;KM;Horný Vadičov;;Kubaščíkovci
10057;49,263733;18,878292;SK;KM;Horný Vadičov;;Rínok
10058;49,268371;18,897202;SK;KM;Horný Vadičov;;Papradie
10059;49,261752;18,870503;SK;KM;Horný Vadičov;;pošta
10377;49,20463;18,695657;SK;ZA;Hôrky;;ZŠ
10378;49,204162;18,692882;SK;ZA;Hôrky;;Zvonica
10767;49,221381;18,622921;SK;ZA;Hričovské Podhradie;;Čvapek
10768;49,217483;18,625441;SK;ZA;Hričovské Podhradie;;Medziskalie
10769;49,22525;18,620177;SK;ZA;Hričovské Podhradie;;rázc,
11042;49,323425;19,348548;SK;NO;Hruštín;;pri moste
11043;49,303592;19,353721;SK;NO;Hruštín;;Príslop
11044;49,327928;19,356778;SK;NO;Hruštín;;rázc,Vaňovka
11098;49,117826;19,180803;SK;RK;Hubová;;Babala
11099;0;0;SK;RK;Hubová;;križ
11100;49,121498;19,193221;SK;RK;Hubová;;pri moste
11305;49,21883;19,58835;SK;LM;Huty;;Biela skala
11306;49,219877;19,592619;SK;LM;Huty;;Javorinský potok
11307;49,221439;19,571671;SK;LM;Huty;;Pod skleným vŕškom
11308;49,213169;19,554536;SK;LM;Huty;;rázc,na Malé Borové
11309;49,209166;19,549593;SK;LM;Huty;;rázc,na Veľké Borové
11310;49,222823;19,583308;SK;LM;Huty;;Škumat stred
11311;49,219179;19,565964;SK;LM;Huty;;ZŠ
11352;49,205072;18,49642;SK;BY;Hvozdnica;;dol,koniec
11353;49,209268;18,490572;SK;BY;Hvozdnica;;Jednota
11354;49,219901;18,47792;SK;BY;Hvozdnica;;Prašnice
11355;49,214372;18,483169;SK;BY;Hvozdnica;;Šimún
11375;49,040254;19,807245;SK;LM;Hybe;;Lehotský Adam
11376;49,036642;19,79868;SK;LM;Hybe;;motel
11377;49,044602;19,8289;SK;LM;Hybe;;nám,
11378;49,049369;19,838397;SK;LM;Hybe;;otoč,
11379;49,033405;19,786551;SK;LM;Hybe;;rázc,
11482;49,236327;19,463437;SK;DK;Chlebnice;;Hajdúch
11483;49,230345;19,462454;SK;DK;Chlebnice;;Jednota
11484;49,240171;19,458949;SK;DK;Chlebnice;;píla
11485;49,228051;19,474901;SK;DK;Chlebnice;;vyš,koniec
12346;49,202136;19,226337;SK;DK;Istebné;;Hoval
12347;49,210212;19,222197;SK;DK;Istebné;;kolónia
12348;49,21192;19,221732;SK;DK;Istebné;;konečná
12373;48,911152;18,810423;SK;TR;Ivančiná;;
12374;48,907415;18,81074;SK;TR;Ivančiná;;hosp,dvor
12399;49,140472;19,491069;SK;LM;Ižipovce;;
12496;49,184396;18,564059;SK;BY;Jablonové;;Jednota
12497;49,178717;18,569392;SK;BY;Jablonové;;lom
12498;49,19563;18,552083;SK;BY;Jablonové;;Mlyn p,Hájom
12500;49,188026;18,561624;SK;BY;Jablonové;;RD
12569;49,102763;19,723224;SK;LM;Jakubovany;;Hrča
12570;49,117627;19,735832;SK;LM;Jakubovany;;Kuchárik
12575;49,135705;19,626116;SK;LM;Jalovec;;most
12576;49,13776;19,629427;SK;LM;Jalovec;;ZŠ
12597;49,082369;19,711943;SK;LM;Jamník;;RD otoč,
12598;49,0721;19,709736;SK;LM;Jamník;;Jednota
12814;49,17613;19,299572;SK;DK;Jasenová;;
12815;49,17714;19,294265;SK;DK;Jasenová;;Jednota
12816;49,110886;18,635947;SK;ZA;Jasenové;;kaplnka
12819;48,878814;18,724904;SK;TR;Jasenovo;;
12820;49,013561;19,010403;SK;MT;Belá-Dulice;Jasenská dol,;chaty ZŤS
12821;49,0121;19,02771;SK;MT;Belá-Dulice;Jasenská dol,;lyž,výťah
12898;48,927142;18,831645;SK;TR;Jazernica;;
12899;48,913228;18,834853;SK;TR;Jazernica;;rázc,
13686;48,889587;18,775958;SK;TR;Kaľamenová;;
13687;49,126023;19,414869;SK;RK;Kalameny;;kult,dom
13688;49,119484;19,410244;SK;RK;Lúčky;;rázc,Kalameny
13875;49,077667;18,683687;SK;ZA;Kamenná Poruba;;konečná
13876;49,082195;18,683404;SK;ZA;Kamenná Poruba;;Turanec č,d,193
13877;49,088812;18,687218;SK;ZA;Kamenná Poruba;;OcÚ
13878;49,092636;18,689605;SK;ZA;Kamenná Poruba;;Skotňa
13879;49,100872;18,68477;SK;ZA;Kamenná Poruba;;ihrisko OŠK
13880;49,097404;18,68935;SK;ZA;Kamenná Poruba;;kostol
14001;48,960751;18,90212;SK;MT;Karlová;;
14002;48,962801;18,905145;SK;MT;Karlová;;rázc,
14297;49,106474;18,645974;SK;ZA;Kľače;;Gelatik
14402;0;0;SK;ZA;Kľak;;chata Energetik
14403;0;0;SK;ZA;Kľak;;chata Reváň
14404;0;0;SK;ZA;Kľak;;salaš ŠM Rajec
14445;48,971697;18,808128;SK;MT;Kláštor pod Znievom;;Hrtko
14446;48,978896;18,796643;SK;MT;Kláštor pod Znievom;Lazany;Jednota
14448;48,973497;18,802761;SK;MT;Kláštor pod Znievom;;pošta
14449;0;0;SK;MT;Kláštor pod Znievom;;pož,zbroj,
14450;48,969599;18,812644;SK;MT;Kláštor pod Znievom;;rázc,
14451;48,956351;18,845451;SK;MT;Kláštor pod Znievom;;rázc,k žel,st,
14452;48,976446;18,800718;SK;MT;Kláštor pod Znievom;;Riadok
14453;48,965353;18,821803;SK;MT;Kláštor pod Znievom;;rybníky
14454;48,969952;18,812763;SK;MT;Kláštor pod Znievom;;Vendelín
14455;48,973844;18,80524;SK;MT;Kláštor pod Znievom;;ZŠ
14456;48,956279;18,852118;SK;MT;Kláštor pod Znievom;;žel,st,
